name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
paper:stemr_killer_glued_small@100,99,0.0,0.0,0.0,1.0,0.0001983,7.018e-05,2.8255913365631233,30,30,PASS,
paper:stemr_killer_glued_small@200,198,0.0,0.0,0.0,1.0,0.0009414,0.0002316,4.064766839378239,30,30,PASS,
paper:stemr_killer_glued_small@400,399,0.0,0.0,0.0,1.0,0.004554,0.0009031,5.0426309378806335,30,30,PASS,
paper:constant_glued_small@10,9,0.4,0.5,1.0,4.24e-16,7.246e-06,2.741e-06,2.643560744253922,30,30,PASS,
paper:constant_glued_small@100,99,0.0,0.0,0.0,3.54e-15,0.0001021,8.458e-06,12.071411681248524,30,30,PASS,
paper:constant_glued_small@200,198,0.0,0.2,0.2,7.35e-15,0.0005123,1.454e-05,35.23383768913343,30,30,PASS,
paper:constant_glued_small@400,399,0.0,0.0,0.0,0.0,0.002688,2.736e-05,98.24561403508771,30,30,PASS,
paper:all_equal_nontrivial_glued_small@10,9,0.3,1.1,1.1,0.0,2.736e-05,4.1e-06,6.673170731707318,30,30,PASS,
paper:all_equal_nontrivial_glued_small@100,99,0.0,35.3,35.3,0.0,0.003027,0.0002564,11.805772230889236,30,30,FAIL,
paper:all_equal_nontrivial_glued_small@200,198,0.1,6.8,6.8,0.0,0.0124,0.0009186,13.498802525582407,17,30,FAIL,
paper:all_equal_nontrivial_glued_small@400,399,0.0,7.2,7.2,0.0,0.05308,0.003567,14.88085225679843,4,30,FAIL,
paper:demmel_S1pe_glued_small@10,9,0.1,0.2,0.2,1.0,8.084e-06,7.398e-06,1.0927277642606108,30,30,PASS,
paper:demmel_S1pe_glued_small@100,99,0.0,0.0,0.0,1.0,0.0001063,0.0003262,0.3258736971183323,30,30,PASS,
paper:demmel_S1pe_glued_small@200,198,0.0,0.0,0.0,1.0,0.0005281,0.001128,0.4681737588652482,30,30,PASS,
paper:demmel_S1pe_glued_small@400,399,0.0,0.0,0.0,1.0,0.003268,0.004141,0.7891813571601063,30,30,PASS,
paper:pd_T0_glued_medium@10,10,0.1,0.4,0.4,0.0,3.548e-05,8.188e-06,4.333170493404983,30,30,PASS,
paper:pd_T0_glued_medium@100,100,0.2,1.4,1.4,0.0,0.003015,0.000385,7.8311688311688314,30,30,PASS,
paper:pd_T0_glued_medium@200,200,0.0,0.6,0.6,0.0,0.01312,0.001493,8.787675820495647,16,30,PASS,
paper:pd_T0_glued_medium@400,400,0.0,0.3,0.3,0.0,0.05483,0.00595,9.215126050420167,4,30,PASS,
paper:chkbd_glued_small@10,9,0.5,2.5,2.5,0.0,3.621e-05,5.054e-06,7.164622081519588,30,30,PASS,
paper:chkbd_glued_small@100,99,0.0,0.0,0.0,1.0,0.0001176,3.063e-05,3.839373163565132,30,30,PASS,
paper:chkbd_glued_small@200,198,0.0,0.0,0.0,1.0,0.0005516,5.057e-05,10.907652758552501,30,30,PASS,
paper:chkbd_glued_small@400,399,0.0,0.0,0.0,1.0,0.002788,5.109e-05,54.5703660207477,30,30,PASS,
paper:chkbd_lapack_general@10,10,0.1,0.2,0.2,1.0,7.119e-06,2.7e-06,2.6366666666666667,30,30,PASS,
paper:chkbd_lapack_general@100,100,0.0,0.0,0.0,1.0,0.0001001,1.974e-05,5.070921985815603,30,30,PASS,
paper:chkbd_lapack_general@200,200,0.0,0.0,0.0,1.0,0.000456,3.352e-05,13.603818615751791,30,30,PASS,
paper:chkbd_lapack_general@400,400,0.0,0.0,0.0,1.0,0.002575,8.577e-05,30.022152267692668,30,30,PASS,
paper:gl_gro0_proper@10,10,0.1,0.2,0.2,1.0,4.043e-06,7.104e-06,0.569115990990991,30,30,PASS,
paper:gl_gro0_proper@100,100,0.0,0.0,0.0,1.0,0.0001002,0.0001969,0.5088877602844083,30,30,PASS,
paper:gl_gro0_proper@200,200,0.0,0.0,0.0,1.0,0.0003977,0.0007222,0.5506784824148435,30,30,PASS,
paper:gl_gro0_proper@400,400,0.0,0.0,0.0,1.0,0.002058,0.002769,0.7432286023835318,30,30,PASS,
paper:gl_gro1_proper@10,10,0.1,0.2,0.2,1.0,5.81e-06,6.486e-06,0.8957755164970707,30,30,PASS,
paper:gl_gro1_proper@100,100,0.0,0.0,0.0,1.0,0.000108,0.0001942,0.5561277033985581,30,30,PASS,
paper:gl_gro1_proper@200,200,0.0,0.0,0.0,1.0,0.0004133,0.0007238,0.571014092290688,30,30,PASS,
paper:gl_gro1_proper@400,400,0.0,0.0,0.0,1.0,0.002066,0.002759,0.7488220369699167,30,30,PASS,
paper:gl_gro2_proper@10,10,0.1,0.2,0.2,1.0,5.788e-06,5.888e-06,0.983016304347826,30,30,PASS,
paper:gl_gro2_proper@100,100,0.0,0.0,0.0,1.0,9.603e-05,0.0001875,0.51216,30,30,PASS,
paper:gl_gro2_proper@200,200,0.0,0.0,0.0,1.0,0.0004082,0.0007043,0.5795825642481897,30,30,PASS,
paper:gl_gro2_proper@400,400,0.0,0.0,0.0,1.0,0.002174,0.002738,0.794010226442659,30,30,PASS,
paper:gl_gro3_proper@10,10,0.2,0.2,0.2,1.0,8.52e-06,5.841e-06,1.4586543400102723,30,30,PASS,
paper:gl_gro3_proper@100,100,0.0,0.0,0.0,1.0,0.000108,0.0001773,0.6091370558375634,30,30,PASS,
paper:gl_gro3_proper@200,200,0.0,0.0,0.0,1.0,0.0004163,0.000703,0.592176386913229,30,30,PASS,
paper:gl_gro3_proper@400,400,0.0,0.0,0.0,1.0,0.002074,0.002742,0.7563822027716994,30,30,PASS,
paper:gl_abcon1_proper@10,10,0.2,0.7,0.7,0.0,1.446e-05,9.477e-06,1.5257993035770816,30,30,PASS,
paper:gl_abcon1_proper@100,100,0.2,7.8,7.8,0.0,0.0006997,0.0002062,3.393307468477207,30,30,FAIL,
paper:gl_abcon1_proper@200,200,0.1,5.4,5.4,0.0,0.002927,0.0007006,4.177847559234941,30,30,FAIL,
paper:gl_abcon1_proper@400,400,0.1,10.2,10.2,0.0,0.01288,0.00264,4.878787878787879,16,30,FAIL,
