name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
adv:stemr_killer_k5@100,100,0.094,0.045,0.046,4.41e-11,0.01774,0.0001336,132.78443113772454,12,30,PASS,
adv:stemr_killer_k10@100,100,0.12,1.193,0.734,3.95e-06,0.01588,0.0001007,157.6961271102284,13,30,PASS,
adv:huge_condition_k5@100,100,0.07,0.192,0.212,4.11e-11,0.0175,0.0001356,129.05604719764014,12,30,PASS,
adv:huge_condition_k10@100,100,0.088,0.108,0.085,4.09e-06,0.01581,0.0001004,157.47011952191235,13,30,PASS,
adv:demmel_G1_k4@100,100,0.096,0.069,0.067,1.01e-11,0.01782,0.000142,125.49295774647887,12,30,PASS,
adv:demmel_G1_k8@100,100,0.119,0.257,0.226,7.67e-08,0.01651,0.0001103,149.68268359020854,12,30,PASS,
adv:demmel_G1_k12@100,100,0.136,0.213,0.16,0.0007,0.01515,8.594e-05,176.2857807772865,14,30,PASS,
adv:demmel_S1pe_k4@100,100,0.073,2.966,2.952,4.29e-12,0.01697,0.0001847,91.87872225230103,12,30,PASS,
adv:demmel_S1pe_k8@100,100,0.073,3.372,3.383,4.29e-08,0.0135,0.0001845,73.17073170731707,15,30,PASS,
adv:chkbd_4@100,4,1.578,0.25,0.25,5.55e-11,0.003114,2.287e-06,1361.6090948841277,30,30,PASS,
adv:chkbd_16@100,16,0.558,0.062,0.281,0.0717,0.003071,3.951e-06,777.2715768159959,30,30,PASS,
adv:marques_graded_k4@100,100,0.073,0.333,0.307,5.96e-12,0.01794,0.0001419,126.42706131078224,12,30,PASS,
adv:marques_graded_k8@100,100,0.093,0.053,0.043,4.63e-08,0.01659,0.0001116,148.65591397849462,12,30,PASS,
adv:exponential_graded@200,200,1.194,0.301,0.362,0.385,0.03594,0.0002694,133.4075723830735,6,30,PASS,
adv:glued_repeated@200,200,0.026,0.067,0.069,6.25e-16,0.01355,9.189e-05,147.45891827184676,15,30,PASS,
adv:saw_tooth@200,200,0.035,0.962,0.962,5.96e-16,0.04402,0.000577,76.29116117850953,5,30,PASS,
adv:stemr_killer@200,200,1.055,0.21,0.259,2.28,0.02684,0.0002279,117.77095217200525,8,30,PASS,
adv:huge_condition@200,200,1.133,0.37,0.307,1.7,0.04021,0.0002884,139.4244105409154,5,30,PASS,
adv:spike@200,200,0.042,0.369,0.37,6.38e-11,0.06354,0.001135,55.98237885462555,4,30,PASS,
adv:wilkinson_like@200,200,0.055,0.15,0.152,5.47e-14,0.06854,0.0007555,90.72137657180676,3,30,PASS,
adv:two_clusters@200,200,0.038,0.512,0.509,5.55e-16,0.03137,0.0003621,86.63352665009666,7,30,PASS,
adv:random_uniform@200,200,0.053,0.206,0.21,6.2e-14,0.07657,0.001071,71.49393090569562,3,30,PASS,
adv:diagonal_only@200,200,0.0,0.0,0.0,0.0,0.008761,1.544e-06,5674.222797927461,23,30,PASS,
adv:constant@200,200,0.0,0.0,0.0,0.0,0.008441,1.447e-06,5833.448514167243,23,30,PASS,
adv:all_equal_nontrivial@200,200,0.091,2.426,2.431,3.99e-15,0.0693,0.0006541,105.94710288946644,3,30,PASS,
adv:one_big_cluster@200,200,0.786,0.593,0.589,7.44e-15,0.01725,0.0004456,38.711849192100544,12,30,PASS,
adv:arithmetic_progression@200,200,0.034,0.456,0.482,9.17e-08,0.07009,0.0006073,115.41248147538285,3,30,PASS,
adv:many_near_zero@200,200,0.031,0.007,0.007,0.111,0.00857,0.0006033,14.2052047074424,23,30,PASS,
adv:random_dense_clusters@200,200,0.054,1.251,1.255,3.32e-14,0.07164,0.00041,174.73170731707316,3,30,PASS,
adv:constant_d_graded_e@200,200,1.001,0.656,0.655,3.35e-14,0.03914,0.001969,19.878110716099545,6,30,PASS,
adv:random_clustered_5@200,200,0.882,0.487,0.489,4.28e-14,0.01469,0.0002677,54.874859917818455,14,30,PASS,
adv:alternating_sign@200,200,0.09,1.807,1.816,3.71e-16,0.0702,0.0006698,104.80740519558077,3,30,PASS,
adv:step_function@200,200,0.06,2.998,2.994,7.74e-15,0.06919,0.0004063,170.2928870292887,3,30,PASS,
adv:three_clusters@200,200,0.04,0.491,0.491,3.6e-08,0.03862,0.0002678,144.21209858103063,6,30,PASS,
adv:random_sparse_e@200,200,0.036,0.007,0.01,1.58e-15,0.008986,1.42e-05,632.8169014084507,22,30,PASS,
adv:chkbd@200,200,0.047,0.013,0.01,inf,0.008565,inf,nan,23,0,PASS,
adv:marques_graded@200,200,0.054,0.441,0.4,8.66e-08,0.05699,0.0004198,135.7551214864221,4,30,PASS,
adv:gl_abcon0@200,200,0.067,1.457,1.463,4.16e-16,0.07003,0.0006672,104.96103117505996,3,30,PASS,
adv:gl_abcon1@200,200,0.092,3.041,3.037,5.92e-16,0.07184,0.0006226,115.3870864118214,3,30,PASS,
adv:gl_abcon2@200,200,0.057,1.044,1.047,1.24e-13,0.06502,0.0005075,128.1182266009852,4,30,PASS,
adv:gl_abcon3@200,200,0.04,0.905,0.902,2.07e-15,0.06735,0.001538,43.79063719115734,3,30,PASS,
adv:gl_random@200,200,0.053,0.147,0.144,1.67e-13,0.07812,0.001128,69.25531914893617,3,30,PASS,
adv:gl_gradp@200,200,0.559,0.064,0.118,0.201,0.01095,9.012e-05,121.5046604527297,18,30,PASS,
adv:gl_gradm@200,200,1.117,0.015,0.046,0.201,0.01089,8.961e-05,121.52661533311014,18,30,PASS,
adv:gl_wilkp@200,200,0.051,0.367,0.367,5.75e-14,0.03904,0.0002798,139.52823445318083,6,30,PASS,
adv:gl_wilkm@200,200,0.024,1.038,1.043,1.39e-15,0.04254,0.0003797,112.03581775085594,5,30,PASS,
adv:gl_wilkw@200,200,0.073,22517998136852.48,1.69,4.99e+44,0.07302,0.0007595,96.14219881500988,3,30,FAIL,
adv:gl_wilk2w@200,200,0.108,22517998136852.48,1.153,1.53e+21,0.07116,0.0007102,100.19712756969868,3,30,FAIL,
adv:gl_clement@200,200,0.002,0.0,0.0,1.65e-16,0.009862,1.545e-05,638.3171521035598,20,30,PASS,
adv:gl_gro0@200,200,0.022,0.773,0.766,1.98e-15,0.07096,0.0008859,80.09933401061068,3,30,PASS,
adv:gl_gro1@200,200,0.022,0.429,0.429,8.72e-14,0.07123,0.000586,121.55290102389078,3,30,PASS,
adv:gl_gro2@200,200,0.021,0.007,0.005,123.0,0.008601,0.0006248,13.766005121638923,23,30,PASS,
adv:gl_gro3@200,200,1.066,0.201,0.237,0.319,0.03718,0.00027,137.7037037037037,6,30,PASS,
adv:gl_bwilkp@200,200,0.036,0.826,0.826,1.77e-15,0.0429,0.0004424,96.97106690777576,5,30,PASS,
adv:gl_ones@200,200,0.0,0.0,0.0,0.0,0.008382,1.706e-06,4913.24736225088,24,30,PASS,
adv:gl_uniform_eps@200,200,0.0,0.0,0.0,0.0,0.00842,2.338e-06,3601.368691189051,24,30,PASS,
adv:gl_uniform_sqrteps@200,200,0.0,0.0,0.0,0.0,0.008399,2.537e-06,3310.603074497438,24,30,PASS,
adv:gl_uniform_eps_to_1@200,200,0.003,0.0,0.0,1.11e-16,0.008366,2.366e-06,3535.92561284869,23,30,PASS,
adv:gl_geometric_eps_to_1@200,200,0.0,0.0,0.0,0.0,0.008537,1.61e-06,5302.4844720496885,23,30,PASS,
adv:gl_random_spectrum@200,200,0.059,0.124,0.123,1.36e-13,0.07707,0.001082,71.22920517560074,3,30,PASS,
adv:gl_clustered_at_1@200,200,0.0,0.0,0.0,0.0,0.008405,2.476e-06,3394.5880452342485,23,30,PASS,
adv:gl_clustered_at_pm1@200,200,0.0,0.0,0.0,0.0,0.008643,2.256e-06,3831.1170212765956,23,30,PASS,
adv:gl_clustered_at_eps@200,200,0.002,0.0,0.0,1.39e-16,0.008418,2.28e-06,3692.1052631578946,24,30,PASS,
adv:gl_clustered_at_pmeps@200,200,0.002,0.0,0.0,1.39e-16,0.008615,2.368e-06,3638.091216216216,23,30,PASS,
adv:demmel_S1pe@200,200,0.001,0.0,0.0,0.111,0.008415,0.0006266,13.429620172358762,24,30,PASS,
adv:demmel_S1ps@200,200,0.036,5.76,5.761,1.67e-08,0.04978,0.0006267,79.43194510930269,4,30,FAIL,
adv:demmel_S2pe@200,200,0.066,2.012,2.007,0.111,0.02477,0.0003726,66.47879763821793,8,30,PASS,
adv:demmel_S2ps@200,200,0.05,3.057,3.051,2.23e-08,0.05706,0.000367,155.47683923705722,4,30,PASS,
adv:demmel_W1@200,200,0.099,0.0,0.0,0.0671,0.008529,0.0005442,15.672546857772877,23,30,PASS,
adv:demmel_W2@200,200,0.052,0.521,0.521,4.95e-08,0.04915,0.000543,90.51565377532229,5,30,PASS,
adv:demmel_W3@200,200,0.098,0.603,0.601,1.47e-13,0.062,0.0005281,117.4020071956069,4,30,PASS,
adv:demmel_G1@200,200,0.907,0.158,0.139,0.0135,0.03533,0.0002623,134.6930995043843,6,30,PASS,
adv:demmel_G1s@200,200,0.066,0.508,0.467,5.58e-08,0.05763,0.0004056,142.08579881656806,4,30,PASS,
adv:demmel_U1@200,200,0.053,0.444,0.477,3.32e-13,0.06696,0.0005439,123.11086596800882,3,30,PASS,
adv:demmel_U1s@200,200,0.053,0.474,0.469,6.16e-08,0.06648,0.0005432,122.3858615611193,3,30,PASS,
adv:wilkinson_exact@200,200,0.051,0.419,0.426,5.79e-14,0.03974,0.0002856,139.1456582633053,6,30,PASS,
adv:glued_wilkinson@200,200,0.058,0.078,0.082,4.69e-14,0.06604,0.0006704,98.50835322195704,4,30,PASS,
adv:glued_wilkinson_tight@200,200,0.05,0.258,0.26,4.66e-14,0.03761,0.000282,133.3687943262411,6,30,PASS,
