name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
ev5_ec1_n57_s3,57,0.129,7.055,7.049,3.07e-15,0.0083,5.13e-05,161.7933723196881,-1,-1,FAIL,
ev5_ec1_n22_s1,22,0.326,7.026,7.05,3.38e-15,0.00378,2.16e-05,175.0,-1,-1,FAIL,
ev5_ec1_n49_s3,49,0.133,7.039,7.03,2.59e-15,0.0068,7.32e-05,92.89617486338797,-1,-1,FAIL,
ev5_ec4_n29_s0,29,1.159,7.026,7.035,1.84e-15,0.0044,1.27e-05,346.45669291338584,-1,-1,FAIL,
ev5_ec4_n40_s3_gs,80,0.152,7.027,7.031,3.07e-15,0.00787,7.55e-05,104.23841059602648,-1,-1,FAIL,
ev3_ec1_n4_s2,4,2.336,6.854,7.003,1.45e-15,0.00314,3.59e-06,874.6518105849582,-1,-1,FAIL,
ev6_ec1_n79_s2_gm,237,0.036,6.991,6.984,6.3e-15,0.0858,0.00145,59.17241379310345,-1,-1,FAIL,
ev6_ec1_n24_s3,24,0.291,6.972,6.979,1.16e-15,0.00404,2.2e-05,183.63636363636365,-1,-1,FAIL,
tri4_n82_gm,246,0.024,6.974,6.973,2.8e-15,0.0977,0.00139,70.28776978417267,-1,-1,FAIL,
ev3_ec4_n46_s1,46,0.753,6.96,6.959,9.7e-15,0.00562,2.66e-05,211.27819548872182,-1,-1,FAIL,
ev4_ec1_n65_s2_gm,195,0.028,6.924,6.923,1.14e-15,0.0614,0.00102,60.19607843137255,-1,-1,FAIL,
tri4_n67_gm,201,0.027,6.92,6.915,2.32e-15,0.0658,0.00096,68.54166666666666,-1,-1,FAIL,
ev6_ec1_n32_s3,32,0.257,6.883,6.915,1.95e-15,0.00488,3.45e-05,141.44927536231884,-1,-1,FAIL,
ev8_ec1_n94_s0_gm,282,0.033,6.898,6.898,1.78e-15,0.113,0.00254,44.48818897637795,-1,-1,FAIL,
ev4_ec1_n57_s2_gm,171,0.03,6.886,6.889,2.1e-15,0.0481,0.000804,59.82587064676616,-1,-1,FAIL,
ev6_ec1_n88_s0,88,0.068,6.868,6.853,1.5e-15,0.0174,0.000262,66.412213740458,-1,-1,FAIL,
ev9_ec1_n20_s2_gs,40,0.246,6.845,6.82,1.32e-15,0.00506,4.99e-05,101.40280561122245,-1,-1,FAIL,
ev3_ec1_n35_s1,35,0.19,6.841,6.828,2.62e-15,0.00493,2.51e-05,196.4143426294821,-1,-1,FAIL,
ev5_ec4_n93_s1,93,0.867,6.839,6.84,3.23e-15,0.0139,8.45e-05,164.49704142011834,-1,-1,FAIL,
ev3_ec4_n53_s2,53,0.804,6.832,6.816,1.54e-14,0.0064,3.26e-05,196.31901840490798,-1,-1,FAIL,
ev4_ec1_n81_s2_gm,243,0.025,6.81,6.811,1.06e-14,0.0923,0.00149,61.94630872483221,-1,-1,FAIL,
tri4_n91_gm,273,0.021,6.806,6.808,2.23e-15,0.121,0.00165,73.33333333333333,-1,-1,FAIL,
ev3_ec4_n33_s3_gs,66,0.624,6.808,6.806,2.95e-15,0.00626,3.43e-05,182.50728862973762,-1,-1,FAIL,
ev5_ec4_n95_s2,95,0.858,6.797,6.792,1.58e-14,0.0126,0.000175,72.0,-1,-1,FAIL,
ev4_ec4_n66_s2_gm,198,0.033,6.776,6.783,7.22e-15,0.0611,0.00104,58.75000000000001,-1,-1,FAIL,
ev4_ec1_n50_s0_gm,150,0.035,6.765,6.767,1.07e-15,0.0368,0.000635,57.95275590551181,-1,-1,FAIL,
ev6_ec1_n9_s1,9,0.714,6.708,6.764,1.06e-15,0.00318,7.33e-06,433.83356070941335,-1,-1,FAIL,
tri6_n60_gm,180,0.024,6.76,6.762,2.81e-15,0.0527,0.000808,65.22277227722772,-1,-1,FAIL,
ev9_ec1_n10_s2_gs,20,0.415,6.754,6.743,4.17e-15,0.00374,1.54e-05,242.85714285714283,-1,-1,FAIL,
ev3_ec4_n22_s3_gs,44,0.897,6.754,6.745,3.32e-15,0.00461,1.84e-05,250.5434782608696,-1,-1,FAIL,
ev8_ec1_n13_s0_gm,39,0.177,6.741,6.751,1.67e-15,0.0051,8.28e-05,61.59420289855073,-1,-1,FAIL,
ev5_ec1_n14_s3_gs,28,0.604,6.732,6.75,3.21e-15,0.0039,1.47e-05,265.3061224489796,-1,-1,FAIL,
ev6_ec1_n47_s1_gm,141,0.047,6.742,6.739,4.27e-15,0.0336,0.000556,60.431654676258994,-1,-1,FAIL,
ev3_ec1_n48_s1,48,0.127,6.731,6.727,2.88e-15,0.00644,4.09e-05,157.45721271393646,-1,-1,FAIL,
ev9_ec1_n17_s3_gs,34,0.266,6.724,6.718,8.12e-15,0.00491,3.42e-05,143.56725146198832,-1,-1,FAIL,
ev3_ec4_n84_s2,84,0.703,6.72,6.716,1.19e-14,0.0105,7.61e-05,137.97634691195793,-1,-1,FAIL,
ev5_ec1_n29_s2,29,0.228,6.695,6.699,1.42e-15,0.00436,3.3e-05,132.12121212121212,-1,-1,FAIL,
ev5_ec4_n43_s0,43,0.613,6.682,6.679,3.94e-15,0.00561,2.29e-05,244.97816593886463,-1,-1,FAIL,
ev9_ec1_n14_s0_gs,28,0.347,6.667,6.658,1.54e-15,0.0039,2.62e-05,148.85496183206106,-1,-1,FAIL,
ev4_ec1_n84_s3_gm,252,0.029,6.659,6.662,1.32e-15,0.0979,0.00164,59.69512195121951,-1,-1,FAIL,
ev5_ec4_n27_s1,27,0.251,6.653,6.63,2.87e-15,0.0042,3.46e-05,121.38728323699421,-1,-1,FAIL,
ev4_ec1_n83_s1_gm,249,0.029,6.638,6.64,3.55e-15,0.0967,0.00158,61.202531645569614,-1,-1,FAIL,
ev6_ec1_n14_s1,14,0.629,6.616,6.634,1.24e-15,0.00338,9.94e-06,340.0402414486922,-1,-1,FAIL,
ev5_ec1_n71_s2_gm,213,0.03,6.629,6.624,2.52e-15,0.0681,0.000526,129.46768060836501,-1,-1,FAIL,
ev3_ec1_n94_s0,94,0.07,6.626,6.623,2.36e-15,0.0159,0.00014,113.57142857142858,-1,-1,FAIL,
ev5_ec4_n50_s0,50,0.196,6.607,6.611,6.87e-15,0.00657,2.67e-05,246.0674157303371,-1,-1,FAIL,
ev3_ec4_n51_s3,51,0.74,6.605,6.605,3.11e-15,0.00613,3.09e-05,198.38187702265373,-1,-1,FAIL,
ev4_ec4_n34_s1_gm,102,0.044,6.586,6.585,1.66e-15,0.0191,0.000305,62.62295081967213,-1,-1,FAIL,
ev4_ec1_n94_s0_gm,282,0.019,6.577,6.581,1.69e-15,0.123,0.00195,63.07692307692308,-1,-1,FAIL,
ev8_ec1_n76_s1_gm,228,0.033,6.562,6.562,1.67e-15,0.0755,0.0017,44.411764705882355,-1,-1,FAIL,
ev6_ec1_n43_s0_gm,129,0.039,6.562,6.557,1.32e-15,0.0282,0.000476,59.24369747899159,-1,-1,FAIL,
ev3_ec4_n13_s2_gm,39,0.988,6.56,6.555,5.56e-15,0.00409,4.71e-05,86.83651804670913,-1,-1,FAIL,
ev3_ec1_n27_s2,27,0.216,6.55,6.559,2.05e-15,0.00434,1.63e-05,266.25766871165644,-1,-1,FAIL,
ev4_ec4_n69_s3_gm,207,0.036,6.55,6.551,8.47e-15,0.0672,0.00114,58.94736842105263,-1,-1,FAIL,
ev3_ec4_n14_s1_gs,28,0.308,6.549,6.531,3.08e-15,0.00423,1.74e-05,243.1034482758621,-1,-1,FAIL,
ev5_ec1_n71_s0,71,0.145,6.544,6.548,3.07e-15,0.0109,7.49e-05,145.52736982643523,-1,-1,FAIL,
ev4_ec4_n90_s3_gm,270,0.025,6.542,6.538,1.68e-15,0.113,0.00184,61.41304347826087,-1,-1,FAIL,
ev4_ec1_n97_s2_gm,291,0.024,6.541,6.54,6.43e-15,0.129,0.00213,60.563380281690144,-1,-1,FAIL,
ev5_ec4_n88_s1_gm,264,0.855,6.523,6.525,4.45e-14,0.0419,0.000447,93.73601789709171,-1,-1,FAIL,
ev3_ec1_n20_s0,20,0.311,6.494,6.524,1.73e-15,0.00355,2.45e-05,144.8979591836735,-1,-1,FAIL,
ev3_ec4_n27_s2,27,0.767,6.503,6.519,2.17e-15,0.00413,1.28e-05,322.65625,-1,-1,FAIL,
ev5_ec4_n21_s2_gm,63,0.589,6.498,6.498,4.81e-15,0.00571,7.61e-05,75.03285151116951,-1,-1,FAIL,
tri4_n85_gm,255,0.021,6.492,6.496,3.92e-15,0.106,0.00146,72.6027397260274,-1,-1,FAIL,
ev6_ec1_n15_s0,15,0.442,6.489,6.493,1.35e-15,0.00341,1.12e-05,304.4642857142857,-1,-1,FAIL,
ev3_ec1_n9_s3_gm,27,0.22,6.476,6.488,1.94e-15,0.00425,1.72e-05,247.09302325581396,-1,-1,FAIL,
ev5_ec1_n14_s0_gm,42,0.158,6.474,6.487,1.59e-15,0.00567,3.8e-05,149.21052631578945,-1,-1,FAIL,
ev4_ec4_n46_s3_gm,138,0.047,6.483,6.487,2.5e-15,0.0315,0.000591,53.2994923857868,-1,-1,FAIL,
ev6_ec1_n26_s1_gm,78,0.092,6.485,6.482,1.08e-15,0.0121,0.000192,63.02083333333333,-1,-1,FAIL,
ev5_ec1_n51_s3,51,0.12,6.484,6.484,2.05e-15,0.00711,4.56e-05,155.92105263157896,-1,-1,FAIL,
ev6_ec1_n48_s3,48,0.144,6.47,6.477,1.51e-15,0.00743,6.71e-05,110.73025335320416,-1,-1,FAIL,
ev5_ec4_n37_s0,37,0.674,6.439,6.415,8.6e-15,0.00484,1.73e-05,279.76878612716763,-1,-1,FAIL,
ev5_ec1_n20_s0_gs,40,0.642,6.433,6.418,1.27e-15,0.00452,4.23e-05,106.85579196217493,-1,-1,FAIL,
ev5_ec4_n14_s1,14,0.498,6.428,6.417,2.52e-15,0.00338,6.44e-06,524.8447204968944,-1,-1,FAIL,
ev5_ec4_n42_s1_gs,84,0.088,6.427,6.421,2.38e-15,0.0133,7.9e-05,168.35443037974684,-1,-1,FAIL,
ev8_ec1_n78_s2_gm,234,0.034,6.426,6.424,2.63e-15,0.079,0.00178,44.38202247191011,-1,-1,FAIL,
tri7_n94_gm,282,0.023,6.416,6.417,1.51e-15,0.125,0.00185,67.56756756756756,-1,-1,FAIL,
ev3_ec1_n35_s2,35,0.173,6.404,6.406,2.67e-15,0.00498,2.46e-05,202.4390243902439,-1,-1,FAIL,
ev4_ec1_n55_s2_gm,165,0.036,6.404,6.405,1.42e-15,0.0445,0.000736,60.461956521739125,-1,-1,FAIL,
ev5_ec1_n36_s0,36,0.178,6.387,6.401,1.5e-15,0.00507,2.3e-05,220.43478260869566,-1,-1,FAIL,
ev5_ec4_n13_s1_gm,39,0.185,6.396,6.394,2.1e-15,0.00541,5.01e-05,107.98403193612775,-1,-1,FAIL,
ev5_ec1_n12_s3,12,0.476,6.312,6.385,1.28e-15,0.00339,6.8e-06,498.52941176470586,-1,-1,FAIL,
ev6_ec1_n8_s1,8,0.788,6.344,6.384,4.4e-16,0.00318,5.87e-06,541.7376490630324,-1,-1,FAIL,
ev4_ec1_n70_s3_gm,210,0.026,6.371,6.365,1.44e-15,0.0698,0.00116,60.17241379310345,-1,-1,FAIL,
tri4_n98_gm,294,0.025,6.366,6.368,6.03e-15,0.14,0.00194,72.16494845360825,-1,-1,FAIL,
ev5_ec1_n33_s1,33,0.203,6.355,6.357,2.99e-15,0.00478,2.16e-05,221.2962962962963,-1,-1,FAIL,
ev6_ec1_n38_s3,38,0.168,6.332,6.353,1.04e-15,0.00594,4.38e-05,135.6164383561644,-1,-1,FAIL,
ev4_ec4_n97_s1_gm,291,0.024,6.347,6.352,1.74e-15,0.13,0.00211,61.61137440758294,-1,-1,FAIL,
