name,n,res,ortU,ortV,sv_drift,t_eval,t_dbdsqr,ratio,reps_eval,reps_ref,status,note
paper:gl_abcon3_proper@400,400,0.1,0.1,0.1,3.33e-15,0.2397,0.00283,84.69964664310953,3,30,PASS,
paper:marques_stexr_10,10,0.6,0.9,0.6,1.01e-15,1.905e-05,5.478e-06,3.477546549835706,30,30,PASS,
paper:marques_stexr_20,20,0.3,0.5,0.3,1.69e-15,7.115e-05,1.198e-05,5.93906510851419,30,30,PASS,
paper:marques_stexr_50,50,0.2,0.3,0.3,1.92e-15,0.000504,8.593e-05,5.865239148143838,30,30,PASS,
paper:wilkinson_cholesky_m10,21,0.6,0.7,0.5,1.18e-15,0.0001649,2.153e-05,7.6590803529958205,30,30,PASS,
paper:wilkinson_cholesky_m50,101,0.3,0.3,0.3,4.98e-15,0.005866,0.0003177,18.46395971041863,30,30,PASS,
paper:legendre_bidiag@10,10,0.7,0.9,0.7,6.67e-16,4.005e-05,7.824e-06,5.118865030674846,30,30,PASS,
paper:legendre_bidiag@100,100,0.2,0.2,0.2,1.76e-15,0.005008,0.0002062,24.28709990300679,30,30,PASS,
paper:legendre_bidiag@200,200,0.1,0.2,0.2,3.03e-15,0.02879,0.0007001,41.12269675760605,7,30,PASS,
paper:legendre_bidiag@400,400,0.1,0.1,0.1,3.18e-15,0.2395,0.002815,85.07992895204264,3,30,PASS,
paper:laguerre_bidiag@10,10,1.1,0.6,0.6,2.27e-15,3.555e-05,6.741e-06,5.273698264352469,30,30,PASS,
paper:laguerre_bidiag@100,100,0.4,0.2,0.3,5.29e-15,0.004437,0.0001937,22.906556530717605,30,30,PASS,
paper:laguerre_bidiag@200,200,0.2,0.2,0.2,6.79e-15,0.02592,0.0007002,37.01799485861182,8,30,PASS,
paper:laguerre_bidiag@400,400,0.1,0.1,0.1,1.35e-14,0.2104,0.002645,79.54631379962193,3,30,PASS,
paper:hermite_bidiag@10,10,1.5,0.7,0.6,7.68e-16,3.443e-05,7.092e-06,4.854765933446137,30,30,PASS,
paper:hermite_bidiag@100,100,0.3,0.3,0.3,1.87e-15,0.00499,0.0001992,25.05020080321285,30,30,PASS,
paper:hermite_bidiag@200,200,0.2,0.2,0.2,2.5e-15,0.03176,0.0007416,42.82632146709816,7,30,PASS,
paper:hermite_bidiag@400,400,0.1,0.1,0.1,3.93e-15,0.2505,0.002646,94.67120181405896,3,30,PASS,
paper:demmel_S1pe_k16@10,10,0.0,0.7,0.7,6.97e-16,3.318e-05,6.63e-06,5.004524886877828,30,30,PASS,
paper:demmel_S1pe_k16@100,100,0.0,0.2,0.3,2.21e-15,0.004944,0.000206,24.0,30,30,PASS,
paper:demmel_S1pe_k16@200,200,0.0,0.2,0.2,3.48e-15,0.02883,0.0006997,41.20337287408889,7,30,PASS,
paper:demmel_S1pe_k16@400,400,0.0,0.1,0.1,2.34e-15,0.2271,0.002642,85.95760787282363,3,30,PASS,
paper:wl_element_growth@10,10,0.1,0.0,0.1,1.76e-16,6.704e-06,4.114e-06,1.6295576081672338,30,30,PASS,
paper:wl_element_growth@100,100,0.0,0.0,0.0,2.12e-16,2.753e-05,9.192e-06,2.9949956483899043,30,30,PASS,
paper:wl_element_growth@200,200,0.0,0.0,0.0,2.12e-16,5.015e-05,1.626e-05,3.0842558425584254,30,30,PASS,
paper:wl_element_growth@400,400,0.0,0.0,0.0,2.12e-16,0.0001097,2.667e-05,4.11323584551931,30,30,PASS,
paper:random_zero_e_10pct@10,10,0.6,0.6,0.6,8.82e-16,3.146e-05,1.093e-05,2.878316559926807,30,30,PASS,
paper:random_zero_e_10pct@100,100,0.1,0.1,0.1,1.22e-15,0.0006273,7.235e-05,8.670352453351763,30,30,PASS,
paper:random_zero_e_10pct@200,200,0.1,0.1,0.0,1.52e-15,0.002001,0.0001524,13.129921259842522,30,30,PASS,
paper:random_zero_e_10pct@400,400,0.1,0.0,0.0,2.17e-15,0.007807,0.0003064,25.479765013054827,26,30,PASS,
paper:random_zero_e_50pct@10,10,0.1,0.1,0.1,1.72e-16,4.641e-06,3.449e-06,1.3456074224412873,30,30,PASS,
paper:random_zero_e_50pct@100,100,0.0,0.0,0.0,4.33e-16,7.28e-05,1.222e-05,5.957446808510638,30,30,PASS,
paper:random_zero_e_50pct@200,200,0.0,0.0,0.0,4.23e-16,0.0002846,1.619e-05,17.578752316244596,30,30,PASS,
paper:random_zero_e_50pct@400,400,0.0,0.0,0.0,4.33e-16,0.00149,3.234e-05,46.07297464440322,30,30,PASS,
paper:bidiag_coupling_failure@10,10,0.0,0.5,0.7,1.04e-15,2.93e-05,7.785e-06,3.763648041104689,30,30,PASS,
paper:bidiag_coupling_failure@100,100,0.0,0.2,0.2,1.97e-15,0.004404,0.0001977,22.27617602427921,30,30,PASS,
paper:bidiag_coupling_failure@200,200,0.0,0.2,0.2,2.04e-15,0.02734,0.0007246,37.73116202042506,8,30,PASS,
paper:bidiag_coupling_failure@400,400,0.0,0.1,0.1,3.23e-15,0.2188,0.002772,78.93217893217893,3,30,PASS,
paper:dhillon_uniform_sqrteps_apart@10,10,3.4,0.6,0.5,7.71e-16,2.485e-05,1.126e-05,2.2069271758436946,30,30,PASS,
paper:dhillon_uniform_sqrteps_apart@100,100,0.4,0.3,0.3,4.92e-15,0.005826,0.0002937,19.836567926455565,30,30,PASS,
paper:dhillon_uniform_sqrteps_apart@200,200,0.2,0.2,0.3,8.19e-15,0.03736,0.0009969,37.47617614605276,6,30,PASS,
paper:dhillon_uniform_sqrteps_apart@400,400,0.1,0.2,0.1,1.15e-14,0.3043,0.003923,77.5681876115218,3,30,PASS,
paper:dhillon_121_toeplitz@10,10,0.8,0.6,1.2,8.81e-16,4.06e-05,8.237e-06,4.928978997207722,30,30,PASS,
paper:dhillon_121_toeplitz@100,100,0.2,0.2,0.3,2.19e-15,0.005103,0.0001946,26.223021582733814,30,30,PASS,
paper:dhillon_121_toeplitz@200,200,0.1,0.2,0.2,4.52e-15,0.02955,0.0006871,43.00684034347257,7,30,PASS,
paper:dhillon_121_toeplitz@400,400,0.1,0.1,0.1,3.7e-15,0.2408,0.002802,85.93861527480371,3,30,PASS,
paper:glued_wilk201_5x_sqrteps,1005,0.1,0.1,0.1,9.56e-15,2.549,0.02441,104.42441622285948,1,9,PASS,
paper:stcoll_evdist_type7@10,10,0.1,0.4,0.4,3.93e-16,3.153e-05,1.035e-05,3.046376811594203,30,30,PASS,
paper:stcoll_evdist_type7@100,100,0.0,0.2,0.3,4.19e-15,0.004409,0.0002676,16.47608370702541,30,30,PASS,
paper:stcoll_evdist_type7@200,200,0.0,0.2,0.2,3.84e-15,0.02533,0.000915,27.683060109289617,8,30,PASS,
paper:stcoll_evdist_type7@400,400,0.0,0.1,0.1,6.95e-15,0.197,0.004022,48.980606663351566,3,30,PASS,
paper:stcoll_evdist_type8@10,10,0.9,0.8,0.7,1.11e-15,3.257e-05,1.644e-05,1.9811435523114358,30,30,PASS,
paper:stcoll_evdist_type8@100,100,0.3,0.6,0.5,4.22e-15,0.007205,0.0002907,24.785001719986237,28,30,PASS,
paper:stcoll_evdist_type8@200,200,0.2,0.5,0.5,9.1e-15,0.04636,0.0009679,47.89751007335468,5,30,PASS,
paper:stcoll_evdist_type8@400,400,0.1,0.3,0.3,9.33e-15,0.4296,0.004004,107.29270729270729,3,30,PASS,
paper:stcoll_evdist_type9@10,10,2.4,0.9,0.3,4.44e-16,2.155e-05,1.134e-05,1.9003527336860668,30,30,PASS,
paper:stcoll_evdist_type9@100,100,0.8,1.3,0.2,3.55e-15,0.003662,0.0003218,11.379738968303293,30,30,PASS,
paper:stcoll_evdist_type9@200,200,0.7,1.4,0.2,7.77e-15,0.02331,0.001158,20.129533678756477,9,30,PASS,
paper:stcoll_evdist_type9@400,400,0.7,1.5,0.1,1.8e-14,0.1993,0.004901,40.66517037339319,3,30,PASS,
paper:skew_wilk21_g1,21,0.6,0.7,0.5,1.18e-15,0.0001692,2.526e-05,6.69833729216152,30,30,PASS,
paper:skew_wilk21_g1e3,21,0.4,0.4,0.4,1.27e-15,8.388e-05,3.626e-05,2.313292884721456,30,30,PASS,
paper:skew_wilk21_g1e6,21,0.3,0.5,0.3,8.58e-16,6.385e-05,3.866e-05,1.6515778582514224,30,30,PASS,
paper:wilk21_gamma_1e4,21,0.4,0.5,0.4,2e-15,8.172e-05,2.076e-05,3.936416184971098,30,30,PASS,
paper:wilk21_gamma_1e8,21,0.2,0.1,0.1,4.71e-16,4.039e-05,1.624e-05,2.487068965517241,30,30,PASS,
paper:wilk21_gamma_1e14,21,0.7,0.0,0.0,0.0,6.697e-06,3.331e-06,2.010507355148604,30,30,PASS,
paper:willems_block_ldl_edge@10,8,0.1,0.4,0.2,1.57e-16,7.468e-06,5.786e-06,1.290701693743519,30,30,PASS,
paper:willems_block_ldl_edge@100,100,0.0,0.0,0.0,1.11e-16,0.0001615,1.339e-05,12.061239731142644,30,30,PASS,
paper:willems_block_ldl_edge@200,200,0.0,0.0,0.0,1.11e-16,0.0004956,2.374e-05,20.876158382476834,30,30,PASS,
paper:willems_block_ldl_edge@400,400,0.0,0.0,0.0,1.11e-16,0.002231,4.446e-05,50.17993702204229,30,30,PASS,
